ID,Tipo,SKU,Nombre,Publicado,¿Está destacado?,Visibilidad en el catálogo,Descripción corta,Descripción,Día en que empieza el precio rebajado,Día en que termina el precio rebajado,Estado del impuesto,Clase de impuesto,¿En inventario?,Inventario,Cantidad de bajo inventario,¿Permitir reservas de productos agotados?,¿Vendido individualmente?,Peso (kg),Longitud (cm),Anchura (cm),Altura (cm),¿Permitir valoraciones de clientes?,Nota de compra,Precio rebajado,Precio normal,Categorías,Etiquetas,Clase de envío,Imágenes,Límite de descargas,Días de caducidad de la descarga,Superior,Productos agrupados,Ventas dirigidas,Ventas cruzadas,URL externa,Texto del botón,Posición,Nombre del atributo 1,Valor(es) del atributo 1,Atributo visible 1,Atributo global 1
,simple,C100008310,LOSARTAN 50 MG 30 TABLETAS LS,1,,visible,,,,,,,1,15,,,,,,,,,,,8900.00,,,,,,,,,,,,,,,,,
,simple,100025973,ESOMEPRAZOL 40 X30 CAPSULAS ICOM,1,,visible,,,,,,,1,2,,,,,,,,,,,49900.00,,,,,,,,,,,,,,,,,
,variable,100016921,CEFALEXINA 500 MG 50 TABLETAS AG,1,,visible,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,Presentacion,"Caja, Blister, Unidad",,
,variation,100016921-Caja,CEFALEXINA 500 MG 50 TABLETAS AG - Caja,1,,visible,,,,,,,1,4,,,,,,,,,,,32900.00,,,,,,,100016921,,,,,,1,Presentacion,Caja,,
,variation,100016921-Blister,CEFALEXINA 500 MG 50 TABLETAS AG - Blister,1,,visible,,,,,,,1,2,,,,,,,,,,,6900.00,,,,,,,100016921,,,,,,1,Presentacion,Blister,,
,variable,C100016921,CEFALEXINA 500 MG 50 TABLETAS AG,1,,visible,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,Presentacion,"Caja, Blister, Unidad",,
,variation,C100016921-Caja,CEFALEXINA 500 MG 50 TABLETAS AG - Caja,1,,visible,,,,,,,1,6,,,,,,,,,,,27500.00,,,,,,,C100016921,,,,,,1,Presentacion,Caja,,
,variation,C100016921-Blister,CEFALEXINA 500 MG 50 TABLETAS AG - Blister,1,,visible,,,,,,,1,8,,,,,,,,,,,7500.00,,,,,,,C100016921,,,,,,1,Presentacion,Blister,,
,simple,100001662,AMPICILINA 1 GR 100 TABLETAS GF,1,,visible,,,,,,,1,9,,,,,,,,,,,9800.00,,,,,,,,,,,,,,,,,
,simple,2150,TAPABOCAS N95 SUTIDOS,1,,visible,,,,,,,1,19,,,,,,,,,,,4800.00,,,,,,,,,,,,,,,,,
,variable,7707019381047,ATORFIT 20 MG X30,1,,visible,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,Presentacion,"Caja, Blister, Unidad",,
,variation,7707019381047-Caja,ATORFIT 20 MG X30 - Caja,1,,visible,,,,,,,1,3,,,,,,,,,,,28900.00,,,,,,,7707019381047,,,,,,1,Presentacion,Caja,,
,variation,7707019381047-Blister,ATORFIT 20 MG X30 - Blister,1,,visible,,,,,,,1,1,,,,,,,,,,,9900.00,,,,,,,7707019381047,,,,,,1,Presentacion,Blister,,
,variable,1000025971,ESOMEPRAZOL 20 X30 CAPSULAS ICOM,1,,visible,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,Presentacion,"Caja, Blister, Unidad",,
,variation,1000025971-Caja,ESOMEPRAZOL 20 X30 CAPSULAS ICOM - Caja,1,,visible,,,,,,,1,1,,,,,,,,,,,33900.00,,,,,,,1000025971,,,,,,1,Presentacion,Caja,,
,variation,1000025971-Blister,ESOMEPRAZOL 20 X30 CAPSULAS ICOM - Blister,1,,visible,,,,,,,1,2,,,,,,,,,,,11900.00,,,,,,,1000025971,,,,,,1,Presentacion,Blister,,
,simple,100005849,FLUNARIZINA 10 MG 20 TABLETAS MK,1,,visible,,,,,,,1,4,,,,,,,,,,,6900.00,,,,,,,,,,,,,,,,,
,simple,C100005849,FLUNARIZINA 10 MG 20 TABLETAS MK,1,,visible,,,,,,,1,2,,,,,,,,,,,6500.00,,,,,,,,,,,,,,,,,
,variable,7703546028226,DORMEX  20 MG X 20 CAP ,1,,visible,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,Presentacion,"Caja, Blister, Unidad",,
,variation,7703546028226-Caja,DORMEX  20 MG X 20 CAP  - Caja,1,,visible,,,,,,,1,2,,,,,,,,,,,24900.00,,,,,,,7703546028226,,,,,,1,Presentacion,Caja,,
,variation,7703546028226-Unidad,DORMEX  20 MG X 20 CAP  - Unidad,1,,visible,,,,,,,1,6,,,,,,,,,,,1500.00,,,,,,,7703546028226,,,,,,1,Presentacion,Unidad,,
,variable,100014006,SOLHIDREX SABOR CEREZA 30 SBS SALES ,1,,visible,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,Presentacion,"Caja, Blister, Unidad",,
,variation,100014006-Caja,SOLHIDREX SABOR CEREZA 30 SBS SALES  - Caja,1,,visible,,,,,,,1,1,,,,,,,,,,,49900.00,,,,,,,100014006,,,,,,1,Presentacion,Caja,,
,variation,100014006-Unidad,SOLHIDREX SABOR CEREZA 30 SBS SALES  - Unidad,1,,visible,,,,,,,1,10,,,,,,,,,,,1700.00,,,,,,,100014006,,,,,,1,Presentacion,Unidad,,
,simple,100022765,ACNIBEN 300 MG 24 CAPSULAS ICOM ,1,,visible,,,,,,,1,2,,,,,,,,,,,44900.00,,,,,,,,,,,,,,,,,
,variable,7707019413816,CLINBAC 300MG X 24 CAPSULAS ,1,,visible,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,Presentacion,"Caja, Blister, Unidad",,
,variation,7707019413816-Caja,CLINBAC 300MG X 24 CAPSULAS  - Caja,1,,visible,,,,,,,1,5,,,,,,,,,,,39900.00,,,,,,,7707019413816,,,,,,1,Presentacion,Caja,,
,variation,7707019413816-Unidad,CLINBAC 300MG X 24 CAPSULAS  - Unidad,1,,visible,,,,,,,1,2,,,,,,,,,,,1500.00,,,,,,,7707019413816,,,,,,1,Presentacion,Unidad,,
,simple,100005875,IBUPROFENO 400 MG 100 TABLETAS MK,1,,visible,,,,,,,1,2,,,,,,,,,,,19800.00,,,,,,,,,,,,,,,,,
,variable,100018460,FERBIN  CL 250 MG 50 CAPSULAS,1,,visible,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,Presentacion,"Caja, Blister, Unidad",,
,variation,100018460-Caja,FERBIN  CL 250 MG 50 CAPSULAS - Caja,1,,visible,,,,,,,1,1,,,,,,,,,,,32900.00,,,,,,,100018460,,,,,,1,Presentacion,Caja,,
,variation,100018460-Blister,FERBIN  CL 250 MG 50 CAPSULAS - Blister,1,,visible,,,,,,,1,1,,,,,,,,,,,6900.00,,,,,,,100018460,,,,,,1,Presentacion,Blister,,
,variable,363,PALETA POLET  X 12 UND ,1,,visible,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,Presentacion,"Caja, Blister, Unidad",,
,variation,363-Caja,PALETA POLET  X 12 UND  - Caja,1,,visible,,,,,,,1,2,,,,,,,,,,,36000.00,,,,,,,363,,,,,,1,Presentacion,Caja,,
,variation,363-Unidad,PALETA POLET  X 12 UND  - Unidad,1,,visible,,,,,,,1,5,,,,,,,,,,,3000.00,,,,,,,363,,,,,,1,Presentacion,Unidad,,
,simple,100006952,AZITROMICINA 500 MG 3 TABLETAS AG,1,,visible,,,,,,,1,18,,,,,,,,,,,10500.00,,,,,,,,,,,,,,,,,
,variable,100005296,WINADEINE F 30 TABLETAS,1,,visible,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,Presentacion,"Caja, Blister, Unidad",,
,variation,100005296-Caja,WINADEINE F 30 TABLETAS - Caja,1,,visible,,,,,,,1,2,,,,,,,,,,,75900.00,,,,,,,100005296,,,,,,1,Presentacion,Caja,,
,variation,100005296-Unidad,WINADEINE F 30 TABLETAS - Unidad,1,,visible,,,,,,,1,6,,,,,,,,,,,2900.00,,,,,,,100005296,,,,,,1,Presentacion,Unidad,,
,simple,100024891,IBUPROFENO 800MG 30CAP BLANDA ,1,,visible,,,,,,,1,1,,,,,,,,,,,38900.00,,,,,,,,,,,,,,,,,
,simple,200020661,JERINGA ALFA 3P 10 CC 21 X 1 1/2,1,,visible,,,,,,,1,60,,,,,,,,,,,600.00,,,,,,,,,,,,,,,,,
,simple,100001737,IBUPROFENO 400 MG 100 TABLETAS GF,1,,visible,,,,,,,1,10,,,,,,,,,,,1800.00,,,,,,,,,,,,,,,,,
,simple,C100001737,IBUPROFENO 400 MG 100 TABLETAS GF,1,,visible,,,,,,,1,12,,,,,,,,,,,2400.00,,,,,,,,,,,,,,,,,
,variable,100019279,NITROFURANTOINA 100 MG 40 TABLETAS RC,1,,visible,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,Presentacion,"Caja, Blister, Unidad",,
,variation,100019279-Caja,NITROFURANTOINA 100 MG 40 TABLETAS RC - Caja,1,,visible,,,,,,,1,1,,,,,,,,,,,19900.00,,,,,,,100019279,,,,,,1,Presentacion,Caja,,
,variation,100019279-Blister,NITROFURANTOINA 100 MG 40 TABLETAS RC - Blister,1,,visible,,,,,,,1,1,,,,,,,,,,,10800.00,,,,,,,100019279,,,,,,1,Presentacion,Blister,,
,variation,100019279-Unidad,NITROFURANTOINA 100 MG 40 TABLETAS RC - Unidad,1,,visible,,,,,,,1,10,,,,,,,,,,,700.00,,,,,,,100019279,,,,,,1,Presentacion,Unidad,,
,variable,100020639,"VITAMINA C 500 MG VICAL NARAJ,144 TBS ECAR",1,,visible,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,Presentacion,"Caja, Blister, Unidad",,
,variation,100020639-Caja,"VITAMINA C 500 MG VICAL NARAJ,144 TBS ECAR - Caja",1,,visible,,,,,,,1,2,,,,,,,,,,,53900.00,,,,,,,100020639,,,,,,1,Presentacion,Caja,,
,variation,100020639-Blister,"VITAMINA C 500 MG VICAL NARAJ,144 TBS ECAR - Blister",1,,visible,,,,,,,1,4,,,,,,,,,,,4900.00,,,,,,,100020639,,,,,,1,Presentacion,Blister,,
,variable,100014555,AMLODIPINO 10 MG 30 TABLETAS AG,1,,visible,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,Presentacion,"Caja, Blister, Unidad",,
,variation,100014555-Caja,AMLODIPINO 10 MG 30 TABLETAS AG - Caja,1,,visible,,,,,,,1,7,,,,,,,,,,,12900.00,,,,,,,100014555,,,,,,1,Presentacion,Caja,,
,variation,100014555-Blister,AMLODIPINO 10 MG 30 TABLETAS AG - Blister,1,,visible,,,,,,,1,1,,,,,,,,,,,4900.00,,,,,,,100014555,,,,,,1,Presentacion,Blister,,
,simple,7706569021588,AMLODIPINO 10 MG 30 TABLETAS AG,1,,visible,,,,,,,1,1,,,,,,,,,,,13800.00,,,,,,,,,,,,,,,,,
,simple,100023699,HIDRASOL 60 ZINC CEREZA  500ML SU ORA,1,,visible,,,,,,,1,7,,,,,,,,,,,6500.00,,,,,,,,,,,,,,,,,
,variable,100018857,LOMOTIL 2.5 MG 12 CAJAS X 4 TABLETAS,1,,visible,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,Presentacion,"Caja, Blister, Unidad",,
,variation,100018857-Caja,LOMOTIL 2.5 MG 12 CAJAS X 4 TABLETAS - Caja,1,,visible,,,,,,,1,1,,,,,,,,,,,74900.00,,,,,,,100018857,,,,,,1,Presentacion,Caja,,
,variation,100018857-Blister,LOMOTIL 2.5 MG 12 CAJAS X 4 TABLETAS - Blister,1,,visible,,,,,,,1,5,,,,,,,,,,,6900.00,,,,,,,100018857,,,,,,1,Presentacion,Blister,,
,variation,100018857-Unidad,LOMOTIL 2.5 MG 12 CAJAS X 4 TABLETAS - Unidad,1,,visible,,,,,,,1,2,,,,,,,,,,,1800.00,,,,,,,100018857,,,,,,1,Presentacion,Unidad,,
,variable,100004130,CEBION MASTICABLE NARANJA 100 TABLETAS,1,,visible,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,Presentacion,"Caja, Blister, Unidad",,
,variation,100004130-Caja,CEBION MASTICABLE NARANJA 100 TABLETAS - Caja,1,,visible,,,,,,,1,2,,,,,,,,,,,48900.00,,,,,,,100004130,,,,,,1,Presentacion,Caja,,
,variation,100004130-Blister,CEBION MASTICABLE NARANJA 100 TABLETAS - Blister,1,,visible,,,,,,,1,6,,,,,,,,,,,4900.00,,,,,,,100004130,,,,,,1,Presentacion,Blister,,
,variable,G100004130,CEBION MASTICABLE NARANJA 100 TABLETAS,1,,visible,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,Presentacion,"Caja, Blister, Unidad",,
,variation,G100004130-Caja,CEBION MASTICABLE NARANJA 100 TABLETAS - Caja,1,,visible,,,,,,,1,4,,,,,,,,,,,59000.00,,,,,,,G100004130,,,,,,1,Presentacion,Caja,,
,variation,G100004130-Blister,CEBION MASTICABLE NARANJA 100 TABLETAS - Blister,1,,visible,,,,,,,1,12,,,,,,,,,,,5900.00,,,,,,,G100004130,,,,,,1,Presentacion,Blister,,
,variable,7707019461121,ZIVICAL  600MG X  30 TABLETAS,1,,visible,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,Presentacion,"Caja, Blister, Unidad",,
,variation,7707019461121-Caja,ZIVICAL  600MG X  30 TABLETAS - Caja,1,,visible,,,,,,,1,1,,,,,,,,,,,14900.00,,,,,,,7707019461121,,,,,,1,Presentacion,Caja,,
,variation,7707019461121-Blister,ZIVICAL  600MG X  30 TABLETAS - Blister,1,,visible,,,,,,,1,2,,,,,,,,,,,5900.00,,,,,,,7707019461121,,,,,,1,Presentacion,Blister,,
,variable,7702057781194,ACETAMINOFEN 500 MG 100 TABLETAS MK,1,,visible,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,Presentacion,"Caja, Blister, Unidad",,
,variation,7702057781194-Blister,ACETAMINOFEN 500 MG 100 TABLETAS MK - Blister,1,,visible,,,,,,,1,5,,,,,,,,,,,4500.00,,,,,,,7702057781194,,,,,,1,Presentacion,Blister,,
,variation,7702057781194-Unidad,ACETAMINOFEN 500 MG 100 TABLETAS MK - Unidad,1,,visible,,,,,,,1,9,,,,,,,,,,,1000.00,,,,,,,7702057781194,,,,,,1,Presentacion,Unidad,,
,variable,100004796,B VIT 50 PERLAS,1,,visible,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,Presentacion,"Caja, Blister, Unidad",,
,variation,100004796-Caja,B VIT 50 PERLAS - Caja,1,,visible,,,,,,,1,1,,,,,,,,,,,47900.00,,,,,,,100004796,,,,,,1,Presentacion,Caja,,
,variation,100004796-Blister,B VIT 50 PERLAS - Blister,1,,visible,,,,,,,1,2,,,,,,,,,,,9900.00,,,,,,,100004796,,,,,,1,Presentacion,Blister,,
,simple,100006954,FLUCONAZOL 200 MG 5 CAPSULAS AG,1,,visible,,,,,,,1,12,,,,,,,,,,,9800.00,,,,,,,,,,,,,,,,,
,variable,7707332987551,VAIO BETAHISTINA 8 MG X 30 TBS,1,,visible,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,Presentacion,"Caja, Blister, Unidad",,
,variation,7707332987551-Caja,VAIO BETAHISTINA 8 MG X 30 TBS - Caja,1,,visible,,,,,,,1,1,,,,,,,,,,,42900.00,,,,,,,7707332987551,,,,,,1,Presentacion,Caja,,
,variation,7707332987551-Blister,VAIO BETAHISTINA 8 MG X 30 TBS - Blister,1,,visible,,,,,,,1,2,,,,,,,,,,,14800.00,,,,,,,7707332987551,,,,,,1,Presentacion,Blister,,
,simple,100015063,BACIPREX 500 MG 50 CAPSULAS ICOM (PD) (T,1,,visible,,,,,,,1,4,,,,,,,,,,,10000.00,,,,,,,,,,,,,,,,,
,variable,100012358,LOVASTATINA 20 MG 300 TABLETAS LP,1,,visible,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,Presentacion,"Caja, Blister, Unidad",,
,variation,100012358-Blister,LOVASTATINA 20 MG 300 TABLETAS LP - Blister,1,,visible,,,,,,,1,17,,,,,,,,,,,2000.00,,,,,,,100012358,,,,,,1,Presentacion,Blister,,
,variation,100012358-Unidad,LOVASTATINA 20 MG 300 TABLETAS LP - Unidad,1,,visible,,,,,,,1,7,,,,,,,,,,,300.00,,,,,,,100012358,,,,,,1,Presentacion,Unidad,,
,simple,200002063,SULFATO DE MAGNESIA 50 SBS 30GR PROMEGAN,1,,visible,,,,,,,1,19,,,,,,,,,,,500.00,,,,,,,,,,,,,,,,,
,simple,100016462,CARDIOASAWIN 100 MG 30 TBS,1,,visible,,,,,,,1,1,,,,,,,,,,,37900.00,,,,,,,,,,,,,,,,,
,simple,100023397,ACETAMINOFEN/CODEINA 325/30 MG 30 TBS AG,1,,visible,,,,,,,1,4,,,,,,,,,,,10000.00,,,,,,,,,,,,,,,,,
,variable,7706569022912,ACETAMINOFEN/CODEINA 325/30 MG 30 TBS AG,1,,visible,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,Presentacion,"Caja, Blister, Unidad",,
,variation,7706569022912-Caja,ACETAMINOFEN/CODEINA 325/30 MG 30 TBS AG - Caja,1,,visible,,,,,,,1,2,,,,,,,,,,,25900.00,,,,,,,7706569022912,,,,,,1,Presentacion,Caja,,
,variation,7706569022912-Blister,ACETAMINOFEN/CODEINA 325/30 MG 30 TBS AG - Blister,1,,visible,,,,,,,1,2,,,,,,,,,,,9800.00,,,,,,,7706569022912,,,,,,1,Presentacion,Blister,,
,variation,7706569022912-Unidad,ACETAMINOFEN/CODEINA 325/30 MG 30 TBS AG - Unidad,1,,visible,,,,,,,1,2,,,,,,,,,,,1000.00,,,,,,,7706569022912,,,,,,1,Presentacion,Unidad,,
,variable,5555465,ZIFLUVIS 600 MG X 30 SBS 3 GM,1,,visible,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,Presentacion,"Caja, Blister, Unidad",,
,variation,5555465-Caja,ZIFLUVIS 600 MG X 30 SBS 3 GM - Caja,1,,visible,,,,,,,1,2,,,,,,,,,,,58900.00,,,,,,,5555465,,,,,,1,Presentacion,Caja,,
,variation,5555465-Unidad,ZIFLUVIS 600 MG X 30 SBS 3 GM - Unidad,1,,visible,,,,,,,1,13,,,,,,,,,,,2000.00,,,,,,,5555465,,,,,,1,Presentacion,Unidad,,
,variable,100007908,PEPSAMAR 100 TABLETAS,1,,visible,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,Presentacion,"Caja, Blister, Unidad",,
,variation,100007908-Caja,PEPSAMAR 100 TABLETAS - Caja,1,,visible,,,,,,,1,6,,,,,,,,,,,27900.00,,,,,,,100007908,,,,,,1,Presentacion,Caja,,
,variation,100007908-Blister,PEPSAMAR 100 TABLETAS - Blister,1,,visible,,,,,,,1,27,,,,,,,,,,,2900.00,,,,,,,100007908,,,,,,1,Presentacion,Blister,,
,simple,G100007908,PEPSAMAR 100 TABLETAS,1,,visible,,,,,,,1,12,,,,,,,,,,,2900.00,,,,,,,,,,,,,,,,,
,variable,100012341,CARBAMAZEPINA 200 MG 300 TABLETAS LP,1,,visible,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,Presentacion,"Caja, Blister, Unidad",,
,variation,100012341-Caja,CARBAMAZEPINA 200 MG 300 TABLETAS LP - Caja,1,,visible,,,,,,,1,2,,,,,,,,,,,115900.00,,,,,,,100012341,,,,,,1,Presentacion,Caja,,
,variation,100012341-Blister,CARBAMAZEPINA 200 MG 300 TABLETAS LP - Blister,1,,visible,,,,,,,1,26,,,,,,,,,,,4000.00,,,,,,,100012341,,,,,,1,Presentacion,Blister,,
,variation,100012341-Unidad,CARBAMAZEPINA 200 MG 300 TABLETAS LP - Unidad,1,,visible,,,,,,,1,12,,,,,,,,,,,500.00,,,,,,,100012341,,,,,,1,Presentacion,Unidad,,
,variable,200025304,CREMA PONDS CLARANT B3 SECA 10 SACHETS,1,,visible,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,Presentacion,"Caja, Blister, Unidad",,
,variation,200025304-Caja,CREMA PONDS CLARANT B3 SECA 10 SACHETS - Caja,1,,visible,,,,,,,1,1,,,,,,,,,,,14900.00,,,,,,,200025304,,,,,,1,Presentacion,Caja,,
,variation,200025304-Unidad,CREMA PONDS CLARANT B3 SECA 10 SACHETS - Unidad,1,,visible,,,,,,,1,7,,,,,,,,,,,1500.00,,,,,,,200025304,,,,,,1,Presentacion,Unidad,,
,variable,200025539,GOTERO DE VIDRIO ALFA 20 UDS ,1,,visible,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,Presentacion,"Caja, Blister, Unidad",,
,variation,200025539-Caja,GOTERO DE VIDRIO ALFA 20 UDS  - Caja,1,,visible,,,,,,,1,1,,,,,,,,,,,14900.00,,,,,,,200025539,,,,,,1,Presentacion,Caja,,
,variation,200025539-Unidad,GOTERO DE VIDRIO ALFA 20 UDS  - Unidad,1,,visible,,,,,,,1,2,,,,,,,,,,,1000.00,,,,,,,200025539,,,,,,1,Presentacion,Unidad,,
,variable,200036143,BONBONERA GOMAS VITA BERS C 180 UDS,1,,visible,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,Presentacion,"Caja, Blister, Unidad",,
,variation,200036143-Caja,BONBONERA GOMAS VITA BERS C 180 UDS - Caja,1,,visible,,,,,,,1,1,,,,,,,,,,,39900.00,,,,,,,200036143,,,,,,1,Presentacion,Caja,,
,variation,200036143-Blister,BONBONERA GOMAS VITA BERS C 180 UDS - Blister,1,,visible,,,,,,,1,29,,,,,,,,,,,1000.00,,,,,,,200036143,,,,,,1,Presentacion,Blister,,
,variation,200036143-Unidad,BONBONERA GOMAS VITA BERS C 180 UDS - Unidad,1,,visible,,,,,,,1,2,,,,,,,,,,,300.00,,,,,,,200036143,,,,,,1,Presentacion,Unidad,,
,variable,7707019355314,KOLONTIL 200 MG X 15 TABLETAS,1,,visible,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,Presentacion,"Caja, Blister, Unidad",,
,variation,7707019355314-Caja,KOLONTIL 200 MG X 15 TABLETAS - Caja,1,,visible,,,,,,,1,5,,,,,,,,,,,15900.00,,,,,,,7707019355314,,,,,,1,Presentacion,Caja,,
,variation,7707019355314-Unidad,KOLONTIL 200 MG X 15 TABLETAS - Unidad,1,,visible,,,,,,,1,1,,,,,,,,,,,1900.00,,,,,,,7707019355314,,,,,,1,Presentacion,Unidad,,
,variable,100015903,DOLIVIUM 800 MG 50 TABLETAS ICOM,1,,visible,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,Presentacion,"Caja, Blister, Unidad",,
,variation,100015903-Caja,DOLIVIUM 800 MG 50 TABLETAS ICOM - Caja,1,,visible,,,,,,,1,9,,,,,,,,,,,75000.00,,,,,,,100015903,,,,,,1,Presentacion,Caja,,
,variation,100015903-Blister,DOLIVIUM 800 MG 50 TABLETAS ICOM - Blister,1,,visible,,,,,,,1,2,,,,,,,,,,,15000.00,,,,,,,100015903,,,,,,1,Presentacion,Blister,,
,variation,100015903-Unidad,DOLIVIUM 800 MG 50 TABLETAS ICOM - Unidad,1,,visible,,,,,,,1,5,,,,,,,,,,,1500.00,,,,,,,100015903,,,,,,1,Presentacion,Unidad,,
,variable,C100015903,DOLIVIUM 800 MG 50 TABLETAS ICOM,1,,visible,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,Presentacion,"Caja, Blister, Unidad",,
,variation,C100015903-Caja,DOLIVIUM 800 MG 50 TABLETAS ICOM - Caja,1,,visible,,,,,,,1,1,,,,,,,,,,,19800.00,,,,,,,C100015903,,,,,,1,Presentacion,Caja,,
,variation,C100015903-Blister,DOLIVIUM 800 MG 50 TABLETAS ICOM - Blister,1,,visible,,,,,,,1,2,,,,,,,,,,,3500.00,,,,,,,C100015903,,,,,,1,Presentacion,Blister,,
,variable,100006223,FLUIMUCIL 200 MG 30 SBS,1,,visible,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,Presentacion,"Caja, Blister, Unidad",,
,variation,100006223-Caja,FLUIMUCIL 200 MG 30 SBS - Caja,1,,visible,,,,,,,1,6,,,,,,,,,,,43200.00,,,,,,,100006223,,,,,,1,Presentacion,Caja,,
,variation,100006223-Unidad,FLUIMUCIL 200 MG 30 SBS - Unidad,1,,visible,,,,,,,1,38,,,,,,,,,,,1600.00,,,,,,,100006223,,,,,,1,Presentacion,Unidad,,
,simple,G100006223,FLUIMUCIL 200 MG 30 SBS,1,,visible,,,,,,,1,10,,,,,,,,,,,2000.00,,,,,,,,,,,,,,,,,
,simple,100012688,LIPOSTAN 20 MG 30 TABLETAS,1,,visible,,,,,,,1,9,,,,,,,,,,,19900.00,,,,,,,,,,,,,,,,,
,simple,C100012688,LIPOSTAN 20 MG 30 TABLETAS,1,,visible,,,,,,,1,6,,,,,,,,,,,19800.00,,,,,,,,,,,,,,,,,
,variable,100007904,ASAWIN 100 MG NINOS 100 TABLETAS,1,,visible,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,Presentacion,"Caja, Blister, Unidad",,
,variation,100007904-Caja,ASAWIN 100 MG NINOS 100 TABLETAS - Caja,1,,visible,,,,,,,1,2,,,,,,,,,,,27900.00,,,,,,,100007904,,,,,,1,Presentacion,Caja,,
,variation,100007904-Blister,ASAWIN 100 MG NINOS 100 TABLETAS - Blister,1,,visible,,,,,,,1,7,,,,,,,,,,,3300.00,,,,,,,100007904,,,,,,1,Presentacion,Blister,,
,variable,200034830,CHA.PANTENE RESTAURACION 18 ML 12 SBS,1,,visible,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,Presentacion,"Caja, Blister, Unidad",,
,variation,200034830-Caja,CHA.PANTENE RESTAURACION 18 ML 12 SBS - Caja,1,,visible,,,,,,,1,3,,,,,,,,,,,6900.00,,,,,,,200034830,,,,,,1,Presentacion,Caja,,
,variation,200034830-Unidad,CHA.PANTENE RESTAURACION 18 ML 12 SBS - Unidad,1,,visible,,,,,,,1,6,,,,,,,,,,,600.00,,,,,,,200034830,,,,,,1,Presentacion,Unidad,,
,simple,7701021143655,WINNY TOALLITAS HUMEDAS X 24 ALOE ,1,,visible,,,,,,,1,45,,,,,,,,,,,3000.00,,,,,,,,,,,,,,,,,
,variable,100024280,DRAMAMINE 50 MG 24 TBS,1,,visible,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,Presentacion,"Caja, Blister, Unidad",,
,variation,100024280-Caja,DRAMAMINE 50 MG 24 TBS - Caja,1,,visible,,,,,,,1,2,,,,,,,,,,,11900.00,,,,,,,100024280,,,,,,1,Presentacion,Caja,,
,variation,100024280-Unidad,DRAMAMINE 50 MG 24 TBS - Unidad,1,,visible,,,,,,,1,3,,,,,,,,,,,500.00,,,,,,,100024280,,,,,,1,Presentacion,Unidad,,
,variable,100009295,DIGESTA 250 MG 20 TBS,1,,visible,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,Presentacion,"Caja, Blister, Unidad",,
,variation,100009295-Caja,DIGESTA 250 MG 20 TBS - Caja,1,,visible,,,,,,,1,4,,,,,,,,,,,19900.00,,,,,,,100009295,,,,,,1,Presentacion,Caja,,
,variation,100009295-Unidad,DIGESTA 250 MG 20 TBS - Unidad,1,,visible,,,,,,,1,5,,,,,,,,,,,1500.00,,,,,,,100009295,,,,,,1,Presentacion,Unidad,,
,simple,7703153007225,DIGESTA 250 MG 20 TBS,1,,visible,,,,,,,1,2,,,,,,,,,,,17800.00,,,,,,,,,,,,,,,,,
,variable,100001802,SILIMARINA 150 MG 20 CAPSULAS GF,1,,visible,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,Presentacion,"Caja, Blister, Unidad",,
